Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDQ47,Breads,Regular,7.16,0.169138,OUT017,2020,High,Tier 2,Supermarket Type1,35.29,5.0
FDZ13,Canned,Regular,7.84,0.154363,OUT017,2020,High,Tier 2,Supermarket Type1,50.84,5.0
FDM04,Frozen Foods,Regular,9.2,0.047387,OUT017,2020,High,Tier 2,Supermarket Type1,50.87,5.0
FDS04,Frozen Foods,Regular,10.2,0.147493,OUT017,2020,High,Tier 2,Supermarket Type1,141.58,5.0
FDV28,Frozen Foods,Regular,16.1,0.0,OUT017,2020,High,Tier 2,Supermarket Type1,35.16,5.0
FDU19,Fruits and Vegetables,Regular,8.77,0.047036,OUT017,2020,Medium,Tier 2,Supermarket Type1,170.54,5.0
FDE56,Fruits and Vegetables,Regular,17.25,0.160096,OUT017,2020,Medium,Tier 2,Supermarket Type1,61.52,5.0
FDI07,Meat,Regular,12.35,0.033952,OUT017,2020,Medium,Tier 2,Supermarket Type1,197.24,5.0
FDU15,Meat,Regular,13.65,0.0,OUT017,2020,Medium,Tier 2,Supermarket Type1,36.65,5.0
FDU27,Meat,Regular,18.6,0.172447,OUT017,2020,Medium,Tier 2,Supermarket Type1,47.14,5.0
FDN39,Meat,Regular,19.35,0.065891,OUT017,2020,Medium,Tier 2,Supermarket Type1,167.08,5.0
FDV10,Snack Foods,Regular,7.64,0.067083,OUT017,2020,Medium,Tier 2,Supermarket Type1,44.01,5.0
FDO45,Snack Foods,Regular,13.15,0.038167,OUT017,2020,Medium,Tier 2,Supermarket Type1,89.49,5.0
FDB23,Starchy Foods,Regular,19.2,0.00562,OUT017,2020,Medium,Tier 2,Supermarket Type1,226.61,5.0
NCY41,Health and Hygiene,Low Fat,16.75,0.076164,OUT017,2020,Medium,Tier 2,Supermarket Type1,34.05,5.0
FDW31,Fruits and Vegetables,Regular,11.35,0.043402,OUT017,2020,Medium,Tier 2,Supermarket Type1,197.07,5.0
FDR55,Fruits and Vegetables,Regular,12.15,0.132831,OUT017,2020,Medium,Tier 2,Supermarket Type1,190.69,5.0
FDX10,Snack Foods,Regular,6.38,0.12441,OUT017,2020,Medium,Tier 2,Supermarket Type1,34.39,5.0
DRF49,Soft Drinks,Low Fat,7.27,0.071064,OUT035,2017,Small,Tier 2,Supermarket Type1,114.45,5.0
FDA23,Baking Goods,Low Fat,9.8,0.047178,OUT035,2017,Small,Tier 2,Supermarket Type1,99.4,5.0
FDR60,Baking Goods,Low Fat,14.3,0.13039,OUT035,2017,Small,Tier 2,Supermarket Type1,77.23,5.0
FDN60,Baking Goods,Low Fat,15.1,0.09514,OUT035,2017,Small,Tier 2,Supermarket Type1,159.96,5.0
FDU48,Baking Goods,Low Fat,18.85,0.055348,OUT035,2017,Small,Tier 2,Supermarket Type1,131.53,5.0
FDG60,Baking Goods,Low Fat,20.35,0.060688,OUT035,2017,Small,Tier 2,Supermarket Type1,234.26,5.0
FDU11,Breads,Low Fat,4.78,0.092576,OUT035,2017,Small,Tier 2,Supermarket Type1,121.01,5.0
FDT49,Canned,Low Fat,7.0,0.151377,OUT035,2017,Small,Tier 2,Supermarket Type1,108.23,5.0
FDS37,Canned,Low Fat,7.66,0.031939,OUT035,2017,Small,Tier 2,Supermarket Type1,114.15,5.0
FDK50,Canned,Low Fat,7.96,0.028358,OUT035,2017,Small,Tier 2,Supermarket Type1,163.29,5.0
FDG26,Canned,Low Fat,18.85,0.042642,OUT035,2017,Small,Tier 2,Supermarket Type1,257.83,5.0
FDD14,Canned,Low Fat,20.7,0.169776,OUT035,2017,Small,Tier 2,Supermarket Type1,184.43,5.0
FDK41,Frozen Foods,Low Fat,14.3,0.127518,OUT035,2017,Small,Tier 2,Supermarket Type1,86.02,5.0
FDD16,Frozen Foods,Low Fat,20.5,0.036346,OUT035,2017,Small,Tier 2,Supermarket Type1,72.97,5.0
FDZ44,Fruits and Vegetables,Low Fat,8.18,0.038722,OUT035,2017,Small,Tier 2,Supermarket Type1,115.88,5.0
FDO44,Fruits and Vegetables,Low Fat,12.6,0.087437,OUT035,2017,Small,Tier 2,Supermarket Type1,109.92,5.0
DRL11,Hard Drinks,Low Fat,10.5,0.048009,OUT035,2017,Small,Tier 2,Supermarket Type1,157.09,5.0
NCU17,Health and Hygiene,Low Fat,5.32,0.092866,OUT035,2017,Small,Tier 2,Supermarket Type1,100.67,5.0
NCL41,Health and Hygiene,Low Fat,12.35,0.04173,OUT035,2017,Small,Tier 2,Supermarket Type1,36.32,5.0
NCS53,Health and Hygiene,Low Fat,14.5,0.089761,OUT035,2017,Small,Tier 2,Supermarket Type1,159.46,5.0
NCV17,Health and Hygiene,Low Fat,18.85,0.016105,OUT035,2017,Small,Tier 2,Supermarket Type1,130.26,5.0
NCO14,Household,Low Fat,9.6,0.029638,OUT035,2017,Small,Tier 2,Supermarket Type1,42.61,5.0
NCU18,Household,Low Fat,15.1,0.055829,OUT035,2017,Small,Tier 2,Supermarket Type1,140.25,5.0
NCI54,Household,Low Fat,15.2,0.033593,OUT035,2017,Small,Tier 2,Supermarket Type1,108.19,5.0
NCQ50,Household,Low Fat,18.75,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,213.32,5.0
NCC18,Household,Low Fat,19.1,0.177236,OUT035,2017,Small,Tier 2,Supermarket Type1,172.34,5.0
NCQ38,Others,Low Fat,16.35,0.013364,OUT035,2017,Small,Tier 2,Supermarket Type1,106.13,5.0
FDL10,Snack Foods,Low Fat,8.4,0.039485,OUT035,2017,Small,Tier 2,Supermarket Type1,97.9,5.0
FDE34,Snack Foods,Low Fat,9.2,0.107871,OUT035,2017,Small,Tier 2,Supermarket Type1,181.26,5.0
FDL46,Snack Foods,Low Fat,20.35,0.054047,OUT035,2017,Small,Tier 2,Supermarket Type1,119.55,5.0
FDH10,Snack Foods,Low Fat,21.0,0.049296,OUT035,2017,Small,Tier 2,Supermarket Type1,194.45,5.0
DRE60,Soft Drinks,Low Fat,9.4,0.159304,OUT035,2017,Small,Tier 2,Supermarket Type1,226.17,5.0
DRD60,Soft Drinks,Low Fat,15.7,0.037225,OUT035,2017,Small,Tier 2,Supermarket Type1,182.46,5.0
FDR36,Baking Goods,Regular,6.72,0.121563,OUT035,2017,Small,Tier 2,Supermarket Type1,43.75,5.0
FDL24,Baking Goods,Regular,10.3,0.024892,OUT035,2017,Small,Tier 2,Supermarket Type1,170.94,5.0
FDM36,Baking Goods,Regular,11.65,0.05872,OUT035,2017,Small,Tier 2,Supermarket Type1,171.14,5.0
FDD26,Canned,Regular,8.71,0.072142,OUT035,2017,Small,Tier 2,Supermarket Type1,183.39,5.0
FDI02,Canned,Regular,15.7,0.114543,OUT035,2017,Small,Tier 2,Supermarket Type1,113.72,5.0
FDE04,Frozen Foods,Regular,19.75,0.01802,OUT035,2017,Small,Tier 2,Supermarket Type1,181.57,5.0
FDQ08,Fruits and Vegetables,Regular,15.7,0.018927,OUT035,2017,Small,Tier 2,Supermarket Type1,60.25,5.0
FDV20,Fruits and Vegetables,Regular,20.2,0.05979,OUT035,2017,Small,Tier 2,Supermarket Type1,127.47,5.0
FDW03,Meat,Regular,5.63,0.024537,OUT035,2017,Small,Tier 2,Supermarket Type1,106.13,5.0
FDX51,Meat,Regular,9.5,0.022055,OUT035,2017,Small,Tier 2,Supermarket Type1,195.45,5.0
FDR03,Meat,Regular,15.7,0.008734,OUT035,2017,Small,Tier 2,Supermarket Type1,207.9,5.0
FDW21,Snack Foods,Regular,5.34,0.005963,OUT035,2017,Small,Tier 2,Supermarket Type1,102.44,5.0
FDJ58,Snack Foods,Regular,15.6,0.105276,OUT035,2017,Small,Tier 2,Supermarket Type1,173.28,5.0
FDR48,Baking Goods,Low Fat,11.65,0.220111,OUT010,2011,Medium,Tier 3,Grocery Store,153.0,5.0
FDO16,Frozen Foods,Low Fat,5.48,0.025288,OUT010,2011,Medium,Tier 3,Grocery Store,83.32,5.0
FDE53,Frozen Foods,Low Fat,10.9,0.044992,OUT010,2011,Medium,Tier 3,Grocery Store,107.23,5.0
FDV31,Fruits and Vegetables,Low Fat,9.8,0.178623,OUT010,2011,Medium,Tier 3,Grocery Store,177.94,5.0
FDF32,Fruits and Vegetables,Low Fat,16.35,0.113954,OUT010,2011,Medium,Tier 3,Grocery Store,198.24,5.0
DRN35,Hard Drinks,Low Fat,8.01,0.11758,OUT010,2011,Medium,Tier 3,Grocery Store,36.65,5.0
NCQ17,Health and Hygiene,Low Fat,10.3,0.195721,OUT010,2011,Medium,Tier 3,Grocery Store,156.46,5.0
NCQ41,Health and Hygiene,Low Fat,14.8,0.032606,OUT010,2011,Medium,Tier 3,Grocery Store,193.58,5.0
NCN06,Household,Low Fat,8.39,0.201688,OUT010,2011,Medium,Tier 3,Grocery Store,162.89,5.0
NCF30,Household,Low Fat,17.0,0.211307,OUT010,2011,Medium,Tier 3,Grocery Store,125.14,5.0
FDQ39,Meat,Low Fat,14.8,0.135648,OUT010,2011,High,Tier 3,Grocery Store,190.88,5.0
FDL45,Snack Foods,Low Fat,15.6,0.063082,OUT010,2011,High,Tier 3,Grocery Store,125.77,5.0
FDR10,Snack Foods,Low Fat,17.6,0.016805,OUT010,2011,High,Tier 3,Grocery Store,163.46,5.0
FDZ09,Snack Foods,Low Fat,17.6,0.175546,OUT010,2011,High,Tier 3,Grocery Store,163.69,5.0
DRJ13,Soft Drinks,Low Fat,12.65,0.105265,OUT010,2011,High,Tier 3,Grocery Store,159.96,5.0
DRD24,Soft Drinks,Low Fat,13.85,0.051545,OUT010,2011,High,Tier 3,Grocery Store,142.52,5.0
DRH25,Soft Drinks,Low Fat,18.7,0.024426,OUT010,2011,High,Tier 3,Grocery Store,52.93,5.0
FDC60,Baking Goods,Regular,5.42,0.191603,OUT010,2011,High,Tier 3,Grocery Store,87.05,5.0
FDJ36,Baking Goods,Regular,14.5,0.214681,OUT010,2011,High,Tier 3,Grocery Store,102.73,5.0
FDU47,Breads,Regular,12.8,0.190569,OUT010,2011,High,Tier 3,Grocery Store,138.78,5.0
FDA03,Dairy,Regular,18.5,0.076097,OUT010,2011,High,Tier 3,Grocery Store,145.81,5.0
FDY40,Frozen Foods,Regular,15.5,0.14367,OUT010,2011,High,Tier 3,Grocery Store,48.47,5.0
FDZ16,Frozen Foods,Regular,16.85,0.267566,OUT010,2011,High,Tier 3,Grocery Store,194.15,5.0
FDW07,Fruits and Vegetables,Regular,18.0,0.238832,OUT010,2011,High,Tier 3,Grocery Store,88.25,5.0
FDW23,Baking Goods,Low Fat,5.76,0.081944,OUT013,2014,High,Tier 3,Supermarket Type1,36.72,5.0
FDW59,Breads,Low Fat,13.15,0.020699,OUT013,2014,High,Tier 3,Supermarket Type1,86.36,5.0
DRF27,Dairy,Low Fat,8.93,0.028394,OUT013,2014,High,Tier 3,Supermarket Type1,153.43,5.0
FDB15,Dairy,Low Fat,10.9,0.136697,OUT013,2014,High,Tier 3,Supermarket Type1,264.56,5.0
FDG16,Frozen Foods,Low Fat,15.25,0.089742,OUT013,2014,High,Tier 3,Supermarket Type1,213.72,5.0
FDJ04,Frozen Foods,Low Fat,18.0,0.124348,OUT013,2014,High,Tier 3,Supermarket Type1,118.31,5.0
FDJ32,Fruits and Vegetables,Low Fat,10.7,0.057744,OUT013,2014,High,Tier 3,Supermarket Type1,61.25,5.0
FDM56,Fruits and Vegetables,Low Fat,16.7,0.070133,OUT013,2014,High,Tier 3,Supermarket Type1,109.89,5.0
FDB45,Fruits and Vegetables,Low Fat,20.85,0.021312,OUT013,2014,High,Tier 3,Supermarket Type1,104.93,5.0
DRJ23,Hard Drinks,Low Fat,18.35,0.041634,OUT013,2014,High,Tier 3,Supermarket Type1,188.19,5.0
NCN06,Household,Low Fat,8.39,0.120397,OUT013,2014,High,Tier 3,Supermarket Type1,163.49,5.0
NCF43,Household,Low Fat,8.51,0.051903,OUT013,2014,High,Tier 3,Supermarket Type1,142.25,5.0
NCG07,Household,Low Fat,12.3,0.052458,OUT013,2014,High,Tier 3,Supermarket Type1,188.75,5.0
NCB55,Household,Low Fat,15.7,0.160529,OUT013,2014,High,Tier 3,Supermarket Type1,59.26,5.0
NCN30,Household,Low Fat,16.35,0.016979,OUT013,2014,High,Tier 3,Supermarket Type1,97.44,5.0
FDF22,Snack Foods,Low Fat,6.86,0.056783,OUT013,2014,High,Tier 3,Supermarket Type1,214.52,5.0
FDQ10,Snack Foods,Low Fat,12.85,0.033152,OUT013,2014,High,Tier 3,Supermarket Type1,170.64,5.0
DRK13,Soft Drinks,Low Fat,11.8,0.115072,OUT013,2014,High,Tier 3,Supermarket Type1,198.21,5.0
DRL37,Soft Drinks,Low Fat,15.5,0.053328,OUT013,2014,High,Tier 3,Supermarket Type1,44.48,5.0
FDL38,Canned,Regular,13.8,0.014721,OUT013,2014,High,Tier 3,Supermarket Type1,89.92,5.0
FDV13,Canned,Regular,17.35,0.027588,OUT013,2014,High,Tier 3,Supermarket Type1,86.19,5.0
FDX04,Frozen Foods,Regular,19.6,0.041537,OUT013,2014,High,Tier 3,Supermarket Type1,46.04,5.0
FDF53,Frozen Foods,Regular,20.75,0.083537,OUT013,2014,High,Tier 3,Supermarket Type1,180.33,5.0
FDD21,Fruits and Vegetables,Regular,10.3,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,115.02,5.0
FDO20,Fruits and Vegetables,Regular,12.85,0.152001,OUT013,2014,High,Tier 3,Supermarket Type1,252.34,5.0
FDC21,Fruits and Vegetables,Regular,14.6,0.042923,OUT013,2014,High,Tier 3,Supermarket Type1,109.83,5.0
FDV19,Fruits and Vegetables,Regular,14.85,0.035228,OUT013,2014,High,Tier 3,Supermarket Type1,159.56,5.0
FDW43,Fruits and Vegetables,Regular,20.1,0.022407,OUT013,2014,High,Tier 3,Supermarket Type1,225.9,5.0
FDO46,Snack Foods,Regular,9.6,0.014201,OUT013,2014,High,Tier 3,Supermarket Type1,187.19,5.0
FDT10,Snack Foods,Regular,16.7,0.061993,OUT013,2014,High,Tier 3,Supermarket Type1,60.96,5.0
FDB23,Starchy Foods,Regular,19.2,0.005584,OUT013,2014,High,Tier 3,Supermarket Type1,226.91,5.0
FDN60,Baking Goods,Low Fat,15.1,0.095546,OUT018,2022,Medium,Tier 3,Supermarket Type2,157.36,5.0
FDU23,Breads,Low Fat,12.15,0.021812,OUT018,2022,Medium,Tier 3,Supermarket Type2,163.62,5.0
FDM13,Breakfast,Low Fat,6.42,0.063433,OUT018,2022,Medium,Tier 3,Supermarket Type2,132.86,5.0
FDB50,Canned,Low Fat,13.0,0.154244,OUT018,2022,Medium,Tier 3,Supermarket Type2,78.0,5.0
FDC04,Dairy,Low Fat,15.6,0.045169,OUT018,2022,Medium,Tier 3,Supermarket Type2,242.99,5.0
DRF03,Dairy,Low Fat,19.1,0.045493,OUT018,2022,Medium,Tier 3,Supermarket Type2,40.31,5.0
FDG53,Frozen Foods,Low Fat,10.0,0.046044,OUT018,2022,Medium,Tier 3,Supermarket Type2,140.62,5.0
FDP16,Frozen Foods,Low Fat,18.6,0.039455,OUT018,2022,Medium,Tier 3,Supermarket Type2,244.08,5.0
FDE08,Fruits and Vegetables,Low Fat,18.2,0.049521,OUT018,2022,Medium,Tier 3,Supermarket Type2,147.37,5.0
FDQ44,Fruits and Vegetables,Low Fat,20.5,0.036288,OUT018,2022,Medium,Tier 3,Supermarket Type2,121.28,5.0
DRJ47,Hard Drinks,Low Fat,18.25,0.044431,OUT018,2022,Medium,Tier 3,Supermarket Type2,174.21,5.0
NCO05,Health and Hygiene,Low Fat,7.27,0.046749,OUT018,2022,Medium,Tier 3,Supermarket Type2,100.44,5.0
NCB54,Health and Hygiene,Low Fat,8.76,0.050257,OUT018,2022,Medium,Tier 3,Supermarket Type2,127.33,5.0
NCJ29,Health and Hygiene,Low Fat,10.6,0.035336,OUT018,2022,Medium,Tier 3,Supermarket Type2,87.02,5.0
NCE06,Household,Low Fat,5.82,0.091858,OUT018,2022,Medium,Tier 3,Supermarket Type2,160.79,5.0
NCP14,Household,Low Fat,8.28,0.110739,OUT018,2022,Medium,Tier 3,Supermarket Type2,103.33,5.0
NCH06,Household,Low Fat,12.3,0.076866,OUT018,2022,Medium,Tier 3,Supermarket Type2,247.15,5.0
NCH55,Household,Low Fat,16.35,0.034814,OUT018,2022,Medium,Tier 3,Supermarket Type2,128.4,5.0
NCN42,Household,Low Fat,20.25,0.014281,OUT018,2022,Medium,Tier 3,Supermarket Type2,148.04,5.0
FDM03,Meat,Low Fat,12.65,0.123532,OUT018,2022,Medium,Tier 3,Supermarket Type2,108.29,5.0
FDK55,Meat,Low Fat,18.5,0.025867,OUT018,2022,Medium,Tier 3,Supermarket Type2,88.92,5.0
FDU39,Meat,Low Fat,18.85,0.036185,OUT018,2022,Medium,Tier 3,Supermarket Type2,58.56,5.0
NCO07,Others,Low Fat,9.06,0.009816,OUT018,2022,Medium,Tier 3,Supermarket Type2,211.86,5.0
FDF22,Snack Foods,Low Fat,6.86,0.057062,OUT018,2022,Medium,Tier 3,Supermarket Type2,212.02,5.0
FDI46,Snack Foods,Low Fat,9.5,0.074648,OUT018,2022,Medium,Tier 3,Supermarket Type2,253.37,5.0
FDD22,Snack Foods,Low Fat,10.0,0.100056,OUT018,2022,Medium,Tier 3,Supermarket Type2,113.35,5.0
FDZ45,Snack Foods,Low Fat,14.1,0.067148,OUT018,2022,Medium,Tier 3,Supermarket Type2,200.41,5.0
FDT45,Snack Foods,Low Fat,15.85,0.057547,OUT018,2022,Medium,Tier 3,Supermarket Type2,55.9,5.0
FDL34,Snack Foods,Low Fat,16.0,0.041113,OUT018,2022,Medium,Tier 3,Supermarket Type2,139.95,5.0
FDA45,Snack Foods,Low Fat,21.25,0.156013,OUT018,2022,Medium,Tier 3,Supermarket Type2,177.34,5.0
DRI01,Soft Drinks,Low Fat,7.97,0.0,OUT018,2022,Medium,Tier 3,Supermarket Type2,172.04,5.0
DRJ13,Soft Drinks,Low Fat,12.65,0.063146,OUT018,2022,Medium,Tier 3,Supermarket Type2,159.66,5.0
FDU47,Breads,Regular,12.8,0.114318,OUT018,2022,Medium,Tier 3,Supermarket Type2,142.28,5.0
FDB02,Canned,Regular,9.7,0.029283,OUT018,2022,Medium,Tier 3,Supermarket Type2,175.14,5.0
FDM50,Canned,Regular,13.0,0.030212,OUT018,2022,Medium,Tier 3,Supermarket Type2,59.32,5.0
FDC14,Canned,Regular,14.5,0.0,OUT018,2022,Medium,Tier 3,Supermarket Type2,41.05,5.0
FDH50,Canned,Regular,15.0,0.162093,OUT018,2022,Medium,Tier 3,Supermarket Type2,182.53,5.0
FDD52,Dairy,Regular,18.25,0.184042,OUT018,2022,Medium,Tier 3,Supermarket Type2,110.16,5.0
FDH04,Frozen Foods,Regular,6.12,0.011419,OUT018,2022,Medium,Tier 3,Supermarket Type2,91.05,5.0
FDH56,Fruits and Vegetables,Regular,9.8,0.064077,OUT018,2022,Medium,Tier 3,Supermarket Type2,116.75,5.0
FDX31,Fruits and Vegetables,Regular,20.35,0.014886,OUT018,2022,Medium,Tier 3,Supermarket Type2,234.5,5.0
FDO51,Meat,Regular,6.78,0.042154,OUT018,2022,Medium,Tier 3,Supermarket Type2,44.01,5.0
FDV22,Snack Foods,Regular,14.85,0.009979,OUT018,2022,Medium,Tier 3,Supermarket Type2,155.76,5.0
FDJ21,Snack Foods,Regular,16.7,0.038685,OUT018,2022,Medium,Tier 3,Supermarket Type2,146.61,5.0
FDI14,Canned,Low Fat,12.15,0.089244,OUT027,2018,Medium,Tier 3,Supermarket Type3,139.25,5.0
FDU25,Canned,Low Fat,12.15,0.026552,OUT027,2018,Medium,Tier 3,Supermarket Type3,56.22,5.0
FDC53,Frozen Foods,Low Fat,12.85,0.008793,OUT027,2018,Medium,Tier 3,Supermarket Type3,96.74,5.0
FDD28,Frozen Foods,Low Fat,12.85,0.053039,OUT027,2018,Medium,Tier 3,Supermarket Type3,59.59,5.0
FDO40,Frozen Foods,Low Fat,12.85,0.03247,OUT027,2018,Medium,Tier 3,Supermarket Type3,148.94,5.0
FDT40,Frozen Foods,Low Fat,12.85,0.095331,OUT027,2018,Medium,Tier 3,Supermarket Type3,125.57,5.0
FDD33,Fruits and Vegetables,Low Fat,13.1,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,231.96,5.0
FDW20,Fruits and Vegetables,Low Fat,13.1,0.024032,OUT027,2018,Medium,Tier 3,Supermarket Type3,124.97,5.0
DRN47,Hard Drinks,Low Fat,10.1,0.016745,OUT027,2018,Medium,Tier 3,Supermarket Type3,180.77,5.0
NCY53,Health and Hygiene,Low Fat,12.15,0.058198,OUT027,2018,Medium,Tier 3,Supermarket Type3,110.45,5.0
NCE19,Household,Low Fat,13.15,0.092564,OUT027,2018,Medium,Tier 3,Supermarket Type3,53.5,5.0
NCE55,Household,Low Fat,13.15,0.129299,OUT027,2018,Medium,Tier 3,Supermarket Type3,178.24,5.0
NCG43,Household,Low Fat,13.15,0.07388,OUT027,2018,Medium,Tier 3,Supermarket Type3,94.05,5.0
NCH06,Household,Low Fat,13.15,0.076184,OUT027,2018,Medium,Tier 3,Supermarket Type3,245.65,5.0
NCM30,Household,Low Fat,13.15,0.06697,OUT027,2018,Medium,Tier 3,Supermarket Type3,39.28,5.0
NCN42,Household,Low Fat,13.15,0.014154,OUT027,2018,Medium,Tier 3,Supermarket Type3,145.64,5.0
NCU42,Household,Low Fat,13.15,0.019412,OUT027,2018,Medium,Tier 3,Supermarket Type3,166.55,5.0
NCJ19,Others,Low Fat,14.5,0.117608,OUT027,2018,Medium,Tier 3,Supermarket Type3,55.26,5.0
FDD46,Snack Foods,Low Fat,13.15,0.140572,OUT027,2018,Medium,Tier 3,Supermarket Type3,154.8,5.0
FDL33,Snack Foods,Low Fat,13.15,0.099478,OUT027,2018,Medium,Tier 3,Supermarket Type3,194.45,5.0
FDP09,Snack Foods,Low Fat,13.15,0.033726,OUT027,2018,Medium,Tier 3,Supermarket Type3,211.69,5.0
DRL37,Soft Drinks,Low Fat,11.8,0.053114,OUT027,2018,Medium,Tier 3,Supermarket Type3,44.38,5.0
FDE36,Baking Goods,Regular,11.65,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,165.59,5.0
FDG12,Baking Goods,Regular,11.65,0.006295,OUT027,2018,Medium,Tier 3,Supermarket Type3,122.41,5.0
FDU24,Baking Goods,Regular,11.65,0.139484,OUT027,2018,Medium,Tier 3,Supermarket Type3,94.31,5.0
FDK25,Breakfast,Regular,10.7,0.156072,OUT027,2018,Medium,Tier 3,Supermarket Type3,169.35,5.0
FDB14,Canned,Regular,12.15,0.102226,OUT027,2018,Medium,Tier 3,Supermarket Type3,91.31,5.0
FDH50,Canned,Regular,12.15,0.160654,OUT027,2018,Medium,Tier 3,Supermarket Type3,185.23,5.0
FDZ02,Dairy,Regular,13.35,0.037963,OUT027,2018,Medium,Tier 3,Supermarket Type3,97.57,5.0
FDH05,Frozen Foods,Regular,12.85,0.090473,OUT027,2018,Medium,Tier 3,Supermarket Type3,229.8,5.0
FDT19,Fruits and Vegetables,Regular,13.1,0.144338,OUT027,2018,Medium,Tier 3,Supermarket Type3,172.11,5.0
FDW19,Fruits and Vegetables,Regular,13.1,0.038314,OUT027,2018,Medium,Tier 3,Supermarket Type3,109.96,5.0
FDR51,Meat,Regular,12.35,0.17263,OUT027,2018,Medium,Tier 3,Supermarket Type3,148.47,5.0
FDY34,Snack Foods,Regular,13.15,0.010929,OUT027,2018,Medium,Tier 3,Supermarket Type3,167.08,5.0
FDP49,Breakfast,Regular,9.0,0.069196,OUT049,2012,Medium,Tier 1,Supermarket Type1,54.36,4.9
FDG35,Starchy Foods,Regular,21.2,0.007041,OUT046,2016,Small,Tier 1,Supermarket Type1,173.57,4.9
FDS52,Frozen Foods,Low Fat,12.85,0.009585,OUT019,2018,Small,Tier 1,Grocery Store,102.5,4.9
FDR21,Snack Foods,Low Fat,19.7,0.066935,OUT046,2016,Small,Tier 1,Supermarket Type1,177.54,4.9
FDQ36,Baking Goods,Regular,7.86,0.0,OUT046,2016,Small,Tier 1,Supermarket Type1,38.38,4.9
FDE20,Fruits and Vegetables,Regular,11.35,0.005531,OUT046,2016,Small,Tier 1,Supermarket Type1,171.18,4.9
FDO20,Fruits and Vegetables,Regular,12.85,0.0,OUT046,2016,Small,Tier 1,Supermarket Type1,252.34,4.9
FDZ20,Fruits and Vegetables,Low Fat,16.1,0.034377,OUT045,2015,Medium,Tier 2,Supermarket Type1,256.14,4.9
FDK38,Canned,Low Fat,6.65,0.05328,OUT035,2017,Small,Tier 2,Supermarket Type1,147.77,4.9
NCN53,Health and Hygiene,Low Fat,5.18,0.050809,OUT010,2011,Medium,Tier 3,Grocery Store,33.69,4.9
FDN04,Frozen Foods,Regular,11.8,0.014075,OUT013,2014,High,Tier 3,Supermarket Type1,176.83,4.9
NCP42,Household,Low Fat,8.51,0.016176,OUT018,2022,Medium,Tier 3,Supermarket Type2,192.15,4.9
FDY11,Baking Goods,Regular,6.71,0.029681,OUT018,2022,Medium,Tier 3,Supermarket Type2,65.01,4.9
FDW28,Frozen Foods,Low Fat,12.85,0.088394,OUT027,2018,Medium,Tier 3,Supermarket Type3,194.75,4.9
NCL53,Health and Hygiene,Low Fat,12.15,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,175.4,4.9
FDW57,Snack Foods,Regular,8.31,0.115857,OUT049,2012,Medium,Tier 1,Supermarket Type1,179.1,4.8
NCN07,Others,Low Fat,18.5,0.056816,OUT010,2011,Small,Tier 3,Grocery Store,132.13,4.8
FDP28,Frozen Foods,Regular,13.65,0.134976,OUT010,2011,Small,Tier 3,Grocery Store,260.09,4.8
FDR52,Frozen Foods,Regular,12.65,0.076354,OUT018,2022,Medium,Tier 3,Supermarket Type2,192.18,4.8
FDY56,Fruits and Vegetables,Regular,16.35,0.062411,OUT046,2016,Small,Tier 1,Supermarket Type1,225.91,4.8
FDR36,Baking Goods,Regular,6.72,0.121485,OUT013,2014,High,Tier 3,Supermarket Type1,40.25,4.8
FDY22,Snack Foods,Regular,16.5,0.160624,OUT017,2020,Medium,Tier 2,Supermarket Type1,143.81,4.8
FDD36,Baking Goods,Low Fat,11.65,0.021171,OUT027,2018,Medium,Tier 3,Supermarket Type3,117.61,4.8
FDP19,Fruits and Vegetables,Low Fat,11.5,0.0,OUT049,2012,Medium,Tier 1,Supermarket Type1,128.47,4.8
FDF20,Fruits and Vegetables,Low Fat,12.85,0.033272,OUT049,2012,Medium,Tier 1,Supermarket Type1,196.58,4.8
NCB31,Household,Low Fat,6.24,0.118859,OUT049,2012,Medium,Tier 1,Supermarket Type1,263.29,4.8
DRE12,Soft Drinks,Low Fat,4.59,0.070891,OUT049,2012,Medium,Tier 1,Supermarket Type1,111.69,4.8
DRK01,Soft Drinks,Low Fat,7.63,0.061159,OUT049,2012,Medium,Tier 1,Supermarket Type1,92.54,4.8
FDE20,Fruits and Vegetables,Regular,11.35,0.005539,OUT049,2012,Medium,Tier 1,Supermarket Type1,167.88,4.8
FDJ34,Snack Foods,Regular,11.8,0.093801,OUT049,2012,Medium,Tier 1,Supermarket Type1,126.07,4.8
FDH41,Frozen Foods,Low Fat,12.85,0.143592,OUT019,2018,Small,Tier 1,Grocery Store,213.55,4.8
FDQ12,Baking Goods,Low Fat,11.65,0.062,OUT019,2018,Small,Tier 1,Grocery Store,230.0,4.8
FDZ27,Dairy,Low Fat,13.35,0.0,OUT019,2018,Small,Tier 1,Grocery Store,51.24,4.8
FDI22,Snack Foods,Low Fat,13.15,0.168456,OUT019,2018,Small,Tier 1,Grocery Store,211.06,4.8
